id,title,file_id,price
2865,SAVED BY THE BELL Juniors Girls Kids Short Sleeve T-Shirt RED SAVED,2865,74.7
510,"Lot of 10- The Children's Place Big Girls' Short Sleeve Top, Green Bay, S (5/6)",510,74.7
5687,The Children's Place Girl's Dad Is My Hero S/S Graphic Tee AB4 Pink Medium NWT,5687,43.68
10514,HURLEY SPARKLE INK PALM SURF PINK YOUTH GIRL'S SHIRT SIZE XL (13-15 YRS) ,10514,53.21
1285,BeeEasy California Girl Big Wave NWT womens t shirt Size L Surf & Shore 50/50,1285,82.17
9599,AIR JORDAN JUMPMAN RETRO DOTS GRAPHIC SHORT SLEEVE GREY T-SHIRT SZ S (8-10 YRS) ,9599,56.76
5436,New Girls Coral Orange DC Comics Supergirl Hero Superman Shirt Size Small 6-6X,5436,44.8
687,Licensed MGA LOL Surprise Choose 1 Girls T Shirt Tee Glitterati Doll Ball NEW,687,56.01
2677,New Princess Hello Kitty Tulle Ruffle Layer Tunic Top Size 6 kid NWT RV $26 ,2677,44.84
14542,Dora The Explorer Girls Shirt 4 5 6 Lavender Purple NWT,14542,18.65
6408,NWT LuLaRoe Gracie Shirt Solid Rare Blue Horsey Print Size 4 Short Sleeve Youth,6408,112.1
7218,NWT GYMBOREE DESERT DREAMS BLUE  DESERT GLAM KITTY TOP TEE SHIRT SZ 5,7218,56.01
12165,GIRLS 5 SWEET PINK EMPIRE WAIST MULTICOLOR STAR RHINESTONE SHIRT NWT GARANIMALS,12165,18.65
6448,Gymboree Mermaid Cove Sequin Seastar MAKE WAVES White Shirt 5 Kid Girls NWT,6448,40.92
8020,GIRL S 6 7 GRAY S/S SHIRT BEAUTIFUL GOLD OUTLINED BUTTERFLIES NWT ~ OLD NAVY,8020,26.12
15986,4T Minnie Mouse Black Disneyland Tee Shirt NWT,15986,48.2
8909,Trolls girls 6X blue top,8909,29.89
10600,Under Armour Girls Shirt Girls Run The World Pink Size Medium Short Sleeve NWT ,10600,67.07
39,UNICORN & BUTTERFLY CHILD T-SHIRT THE MOUNTAIN,39,51.49
10503,NEW Girls Blouse Large 10 - 12 Hi-Low Top Coral Gray Striped T-Shirt Lace Sheer,10503,21.6
13351,Duck Dynasty Pink Forget Dolls I Want Duck Calls Kids Graphic T-Shirt XS D6,13351,63.52
13796,"Hello Kitty girls tops T-Shirt Various Styles & Sizes 4-5,6-6X,7-8,10-12, NWT",13796,33.97
15536,"Royal Buzz Girls Blouse: Pink or Black Polka Dot & Pink or Green Peace 4, 5, 6",15536,9.34
4743,New Proud American Girls Red Short Sleeve Sequin T-Shirt Freedom is Sweet,4743,22.23
13879,"Gymboree Girls Size XL (14), Ice Cream Short Sleeve Striped Tee Shirt",13879,33.63
13558,Steve & Barry's Classic Hawaiian Shirt! Size Large,13558,37.33
13767,Old Navy Girls LOVE T-Shirt Size XL/14 Brand New w/Tags,13767,18.65
10563,"DC HERO ""SUPERGIRL STRONGER THAN EVER"" TURQUOISE & PINK GIRLS SHIRT SZ 5 (4-5YRS",10563,49.66
1897,Brand New Izod Navy Polo Top Size Large 12/14,1897,53.21
14226,L.E.I. GIRL'S 'STINGERS' TOP/SIZE EXTRA LARGE/NEW WITH TAG,14226,13.04
11899,"Layer 8 Girls' Athletic V-Neck Top, Purple/Black, Size S, MSRP $22",11899,37.33
8723,Nike Any Time Any Place Blue Short Sleeve Tee T Shirt Youth Girls Large 14 NWT,8723,70.03
11969,NEW Girls Graphic T-Shirt Size XS 4 - 5 Gray Minions Despicable Me Movie Funny,11969,29.82
4409,GAP Kids Star Wars Black Darth Vader Rule The Galaxy Sequin Shirt M 8 NWT $27,4409,53.77
15669,Disney Girls Elsa Lace Raglan Graphic T-Shirt whtelsa 2T - Toddler,15669,41.93
3148,"Belle Du Jour Girls' 2-Piece I Speak Mermaid T-Shirt & Scarf Set,Size M MSRP $28",3148,52.28
3589,Nike Short Sleeve T-Shirt Dark Voltage Green Just Do It Casual Sports Girls 6,3589,52.13
9268,New ! Girls' Short Sleeve Halloween Creepin It Real T-Shirt - Cat & Jack Orange,9268,37.18
7301,NEW! NIKE GIRLS ACTIVE DRI-FIT SHORT SLEEVE TEE YELLOW SIZE (4),7301,41.07
2516,GUESS Girls Lace Tunic Ruffled Top White Floral 100% Cotton XL 16,2516,130.78
3430,Grateful Dead - Wagon Daisy Youth T-Shirt,3430,82.02
12923,Gap Kids NWT Top Size L 10 Pale Lavendar Short Sleeved Spring Summer ,12923,33.59
3169,SAVED BY THE BELL Juniors Girls Kids Short Sleeve T-Shirt NATURAL AZTEC TIGERS,3169,74.7
8153,Descendants birthday shirt Mal and Evie birthday shirt ,8153,56.01
15998,Dockers NEW Navy Blue Girl's Size 12-14 Seamed Gathered Solid Polo Shirt #683,15998,59.68
6959,Girls tween Matilda Jane The Adventure begins Be Right Over Tee Size 12 NWT,6959,152.83
14422,DC Shoes Boys Spray Star Tee (L) Charcoal ADBZ000006,14422,38.11
365,Santa Riding Unicorn - Youth Girl Short Sleeve Curved Hem Tee,365,74.7
8629,NEW Girls 2 pc Blouse Large 10 - 12 Pink Tank Top Blue Cold Shoulder Knit Shirt,8629,23.47
4684,"AQUA Girls’ Plaid Shirt , Black/White ,Size L, MSRP $40",4684,59.75
4907,Aeropostale Girl's Nineteen Eighty 7 Classic Crew Graphic Tee AB4 Purple Large,4907,42.0
15935,Nautica 36NDA0319Q-100-P6 Big Girls Short Sleeve Fashion Tee- Choose SZ/Color.,15935,62.7
13965,CAPTAIN AMERICA BOYS GRAPHIC T-SHIRT SIZE 8/10 RED WHITE NWT,13965,26.08
11360,Gymboree Tee Tropical Bloom Size 10 Girls Surf Club Cotton Blue New with Tag,11360,29.71
15539," NEW! Girls Novelty t-shirt Large ""Not Your Average Chick""",15539,17.56
11828,Crazy 8 by Gymboree sparkle shells top size 7-8 10-12 14,11828,37.33
1031,NWT Gymboree Desert Dreams Ice Cream Tee Shirt Top Girls 6 7,1031,48.24
15987,ZARA GIRLS T-SHIRT STRIPED WITH SHINY APPLIQUÉ 100% COTTON RED/WHITE SZ 6 NWT,15987,33.63
9638,SKECHERS GIRLS SIZE 8 10 TOP NWT SPRING FESTIVAL HUMMINGBIRD SHIRT RHINESTONES,9638,47.61
14525,Miami Beach Florida Little Girls T-Shirt Green Alvin's Island Size 5T NWT,14525,37.33
12175,DISNEY MINNIE MOUSE GLITTER STRIPE CROP TOP SHIRT SZ 10/12 NWT,12175,30.23
12598,Oshkosh Originals-Girls-Tee Shirt Top-Size 5-Coral-NEW,12598,37.37
5808,NEW Disney Store Lion Guard Shirt Blue Size 7/8 Girls Lion King Organic Cotton,5808,49.74
15201,The Children's Place Girls' Clothing TShirts Tanks Dresses PJ's Shorts Outfits,15201,17.67
3437,LuLaRoe Gracie Pullover T Shirt Top Short Sleeve Red Orange Geometric Girls 14,3437,69.09
6477,GIRLS DC COMICS SUPERGIRL PATRIOTIC SHIRT TSHIRT TOP (red white blue)  6-6X,6477,48.54
7027,NEW 7 9 Cakewalk Europe $54 Girls Shirt Blouse Top Tunic Jersey Button Down Red,7027,63.49
16234,NWT ARIZONA Junior Girls SPARKLING GRAPE Favorite Polo SHIRT Size 18 1/2 ,16234,133.18
2345,"NWT Girls Justice Active Size 20 White & Blue Short Sleeve Top ""Los Angeles""",2345,48.54
7374,NEW Ralph Lauren Girl's Top Pink/Dark Blue Strip - Size 8-10,7374,36.43
6797,NEW GIRLS UA Under Armour BIG LOGO T-Shirt XL GRAY Red Camo HEATGEAR Loose,6797,55.86
7230,BNWT Beautiful Designer SONIA RYKIEL ENFANT Girls Black Silk Sleeveless Top  10,7230,485.73
15354,NWT Girls C9 by Champion Printed Tech T Shirt Youth S 6-6X Turquoise Duo Dry,15354,14.91
926,Lularoe Kids Gracie shirt Americana Size 14 Black Red Blue Stars Half Circles,926,102.95
14798,CANDIE'S GIRL Blue Sleeveless String Top Tee Youth Size XS / S 7-8 MSRP $36,14798,22.23
15504,New NWT tcp Childrens Place GREEN Varsity Sport Knit TOP Shirt Tee T Girls S 5 6,15504,18.65
12540,Follow Your Dream Shirt for Women | Motivational Aspire Cute Youth T Shirt,12540,22.38
5211,Green Bay Packers girls size 16 green top w/silver accentting,5211,37.37
15569,Mudd Girls Plus Size Ringer Graphic T-Shirt,15569,42.75
8719,Girls Kids Youth Under Armour T-Shirt NEW Short Sleeve White Lead Top Size 6X,8719,47.05
